refseq	name
NM_013443	ST6GALNAC6
NM_013442	STOML2
NM_013441	RCAN3
NM_013439	PILRA
NM_013438	UBQLN1
NM_013437	LRP12
NM_014010	ASTN2
NM_001006118	RBMY1E
NM_001039570	KREMEN1
NM_001111032	ACVR1C
NM_001039567	RPS4Y2
NM_001169122	AFF2
NM_000440	PDE6A
NM_001199707	KIAA0895
NM_001199706	KIAA0895
NM_175918	CRIPAK
NM_005236	ERCC4
NM_005551	KLK2
NM_005538	INHBC
NM_005537	ING1
NM_021165	BRINP2
NM_019556	MOSPD1
NM_024728	SUGCT
NM_024727	LRRC31
NM_024726	IQCA1
NM_024725	CCDC82
NM_024722	ACBD4
NM_024721	ZFHX4
NM_024719	GRTP1
NM_148913	ABHD11
NM_148912	ABHD11
NM_148911	CHRFAM7A
NM_148910	TIRAP
NM_152250	DEFB105A
NM_152219	GJD3
NM_148970	TNFRSF25
NM_148967	TNFRSF25
NM_148899	FOXP2
NM_148898	FOXP2
NM_148966	TNFRSF25
NM_148965	TNFRSF25
NM_148957	TNFRSF19
NM_148897	SDR9C7
NM_148956	NSUN5
NM_148909	OSBPL9
NM_001310136	NPIPB8
NM_001309452	PLEKHB2
NM_001309451	PLEKHB2
NM_001309450	PLEKHB2
NM_001309448	PLEKHB2
NM_148894	BOD1L1
NM_001110359	RNASE9
NM_018188	ATAD3A
NM_001099790	PRAMEF19
NM_182763	MCL1
NM_178547	ZBTB8OS
NM_001008938	CKAP5
NM_001011669	CHCHD7
NM_001011668	CHCHD7
NM_001134659	PRR23A
NM_001011667	CHCHD7
NM_001011705	LECT1
NM_001011703	MVB12B
NM_001011700	MCCD1
NM_001011671	CHCHD7
NM_001011670	CHCHD7
NM_002183	IL3RA
NM_004370	COL12A1
NM_004589	SCO1
NM_004590	CCL16
NM_018981	DNAJC10
NM_018556	SIRPG
NM_001303618	CD226
NM_001301275	ZNF169
NM_001301241	ARHGDIA
NM_001297423	TMEM175
NM_001301240	ARHGDIA
NM_001301239	UGT2A1
NM_001301233	UGT2A2
NM_001301229	HMGB3
NM_001301228	HMGB3
NM_001301226	TPM2
NM_001301196	TRIB3
NM_001301244	TPM1
NM_001286514	ATF7IP
NM_001134376	CCNJ
NM_001134375	CCNJ
NM_001134374	SPATC1
NM_001168272	ITPR1
NM_001170905	ZNF736
NM_080596	HIST1H2AH
NM_152779	GLIPR1L1
NM_152778	MFSD8
NM_152775	CCDC110
NM_152774	TMEM196
NM_152773	TCTEX1D2
NM_152772	TCP11L2
NM_138417	KTI12
NM_001191022	CTCF
NM_001204261	NR3C1
NM_001559	IL12RB2
NM_001558	IL10RA
NM_001557	CXCR2
NM_032842	TMEM209
NM_003372	VBP1
NM_003665	FCN3
NM_003370	VASP
NM_003369	UVRAG
NM_178168	OR10A5
NM_181885	RXFP4
NM_001301347	FMO2
NM_005228	EGFR
NM_018312	PPP6R3
NM_019014	POLR1B
NM_018310	BRF2
NM_018687	ANGPTL8
NM_018669	WDR4
NM_018668	VPS33B
NM_005094	SLC27A4
NM_018146	RNMTL1
NM_023001	ARID4A
NM_024573	ARMT1
NM_001252650	RDH11
NM_001251852	PIK3R5
NM_001243894	TPD52L2
NM_001243892	TPD52L2
NM_001243891	TPD52L2
NM_001243900	HDLBP
NM_001303419	TRIML2
NM_001304274	IMMP1L
NM_001304273	ARMC7
NM_001304272	ARMC7
NM_004531	MOCS2
NM_004530	MMP2
NM_004529	MLLT3
NM_004528	MGST3
NM_004527	MEOX1
NM_001164747	RASSF8
NM_000798	DRD5
NM_001044387	ZNF557
NM_001098638	RNF169
NM_001098518	ADGRF5
NM_001134758	ARFRP1
NM_001145649	ZNF529
NM_001282518	ZFP37
NM_001282515	ZFP37
NM_001282500	TTC1
NM_153481	IL17RE
NM_001282536	PPFIA2
NM_001282535	PNMA3
NM_001282534	KCNK9
NM_001282533	LZTS3
NM_001282532	ADNP
NM_001282531	ADNP
NM_001282530	UBAP2
NM_001282529	UBAP2
NM_054028	SLC35G5
NM_001184974	PACSIN3
NM_001199828	SPRR1A
NM_000645	AGL
NM_001199823	NEDD8-MDP1
NM_001199822	MDP1
NM_001199821	MDP1
NM_198240	CLIP1
NM_198329	UBA5
NM_198321	GALNT10
NM_198320	CPM
NM_198318	PRMT1
NM_198236	ARHGEF11
NM_024565	CCNJL
NM_022825	PORCN
NM_022374	ATL2
NM_198315	VWA5A
NM_198291	SRC
NM_198285	WDR86
NM_198283	EYS
NM_198282	TMEM173
NM_198281	GPRIN3
NM_198279	CXorf23
NM_198277	SLC37A2
NM_001142599	P4HA2
NM_001142616	EHBP1
NM_001142615	EHBP1
NM_144718	SPICE1
NM_001080124	CASP8
NM_001098426	SMARCD2
NM_001098424	DLG1
NM_000361	THBD
NM_001099456	NPW
NM_001099455	CPPED1
NM_002408	MGAT2
NM_001130147	CCDC77
NM_001130146	CCDC77
NM_001136554	TLK1
NM_001130144	LTBP3
NM_001168467	MAP7D2
NM_001168466	MAP7D2
NM_001168465	MAP7D2
NM_001168357	PLA2G7
NM_001114633	PLA2G4B
NM_001114632	JMJD7
NM_001114617	MGAT1
NM_001302797	C15orf54
NM_005883	APC2
NM_001102467	AQP12B
NM_001102592	HENMT1
NM_001098622	NANOS3
NM_001098621	TMEM251
NM_001098620	PCBP2
NM_001098616	C1orf43
NM_001130028	CLK3
NM_001199774	PSMA5
NM_001199773	PSMA5
NM_005125	CCS
NM_006218	PIK3CA
NM_005449	FCMR
NM_005419	STAT2
NM_005398	PPP1R3C
NM_005388	PDCL
NM_005383	NEU2
NM_005121	MED13
NM_172165	MSH5
NM_001128919	MARK3
NM_014747	RIMS3
NM_014743	KIAA0232
NM_014742	TM9SF4
NM_014741	ATG13
NM_014740	EIF4A3
NM_014738	TMEM94
NM_014739	BCLAF1
NM_014735	JADE3
NM_014733	ZFYVE16
NM_014734	SUSD6
NM_014730	MLEC
NM_014732	KIAA0513
NM_014748	SNX17
NM_014888	FAM3C
NM_014727	KMT2B
NM_014726	TBKBP1
NM_005014	OMD
NM_004914	RAB36
NM_001102416	KNG1
NM_001103146	GIGYF2
NM_001093729	CCDC102B
NM_001093730	DYTN
NM_001093728	TCP11
NM_006922	SCN3A
NM_007229	PACSIN2
NM_007226	NXPH2
NM_007225	NXPH3
NM_007224	NXPH4
NM_007223	GPR176
NM_007222	ZHX1
NM_007221	PMF1
NM_007220	CA5B
NM_007219	RNF24
NM_007218	RNF139
NM_007217	PDCD10
NM_007216	HPS5
NM_007215	POLG2
NM_007214	SEC63
NM_012098	ANGPTL2
NM_007212	RNF2
NM_007211	RASSF8
NM_007210	GALNT6
NM_012097	ARL5A
NM_012106	ARL2BP
NM_007209	RPL35
NM_007198	PROSC
NM_007208	MRPL3
NM_007207	DUSP10
NM_007195	POLI
NM_007194	CHEK2
NM_007204	DDX20
NM_007193	ANXA10
NM_012089	ABCB10
NM_013452	VCX
NM_001145725	LYAR
NM_001145724	HOMER3
NM_001145722	HOMER3
NM_014598	SOCS7
NM_014608	CYFIP1
NM_014597	DNTTIP2
NM_014596	ZNRD1
NM_001257291	SLC9A7
NM_001257282	DIS3L2
NM_001033952	CALCA
NM_001033930	UBA52
NM_001033925	TIAL1
NM_001173543	BANP
NM_013359	ZNF221
NM_013360	ZNF222
NM_005602	CLDN11
NM_006530	YEATS4
NM_005601	NKG7
NM_006161	NEUROG1
NM_017457	CYTH2
NM_017456	CYTH1
NM_052925	LENG8
NM_053024	PFN2
NM_004721	MAP3K13
NM_004719	SCAF11
NM_213652	HFE2
NM_199354	PRB1
NM_002653	PITX1
NM_002652	PIP
NM_002651	PI4KB
NM_002648	PIM1
NM_001301647	MFAP3L
NM_002916	RFC4
NM_002844	PTPRK
NM_152418	DCAF4L2
NM_002764	PRPS1
NM_002763	PROX1
NM_152402	TRAM1L1
NM_000263	NAGLU
NM_000262	NAGA
NM_001145712	NUPR2
NM_000260	MYO7A
NM_001145010	SMCO2
NM_001042454	TGFB1I1
NM_001042453	STK26
NM_001042452	STK26
NM_001042450	SLC5A10
NM_001173129	LOXHD1
NM_001042440	CAST
NM_001042439	BPIFA3
NM_001042437	ST3GAL5
NM_001080496	RGP1
NM_001080449	DNA2
NM_001135580	C19orf71
NM_001204295	MUC1
NM_030876	OR5V1
NM_000748	CHRNB2
NM_133433	NIPBL
NM_001270601	ASCL5
NM_002038	IFI6
NM_004508	IDI1
NM_004498	ONECUT1
NM_032578	MYPN
NM_032970	SEC22C
NM_032969	PCDH11X
NM_033070	CECR5
NM_032968	PCDH11X
NM_033067	DMRTB1
NM_033127	SEC16B
NM_032963	CCL14
NM_032962	CCL14
NM_033064	ATCAY
NM_032960	MAPKAPK2
NM_032959	POLR2J2
NM_145200	CABP4
NM_032957	RTEL1
NM_033056	PCDH15
NM_032955	AIF1
NM_033302	ADRA1A
NM_032954	MLXIPL
NM_033054	MYO1G
NM_032953	MLXIPL
NM_032952	MLXIPL
NM_032951	MLXIPL
NM_033051	SLC46A2
NM_032949	PCDH8
NM_033050	SUCNR1
NM_033049	MUC13
NM_033048	CPXCR1
NM_032947	SMIM3
NM_033046	RTKN
NM_033045	KRT84
NM_032944	STK31
NM_033171	B3GALT5
NM_032941	RECQL
NM_032940	POLR2C
NM_033036	GAL3ST3
NM_032936	TMEM60
NM_033035	TSLP
NM_032935	MT4
NM_033033	KRT82
NM_001256068	NOXA1
NM_001130706	C14orf93
NM_001130705	ADAM29
NM_001130704	ADAM29
NM_001130703	ADAM29
NM_001130692	PPP3CA
NM_001142310	TMEM169
NM_001142298	SQSTM1
NM_001307987	ST8SIA5
NM_001142649	ANO5
NM_173637	SLC25A41
NM_173636	WDR62
NM_004381	ATF6B
NM_006255	PRKCH
NM_006254	PRKCD
NM_006253	PRKAB1
NM_006252	PRKAA2
NM_007038	ADAMTS5
NM_006938	SNRPD1
NM_006247	PPP5C
NM_006687	ACTL7A
NM_006686	ACTL7B
NM_006663	PPP1R13L
NM_006656	NEU3
NM_006649	UTP14A
NM_006646	WASF3
NM_006239	PPEF2
NM_006240	PPEF1
NM_006238	PPARD
NM_006237	POU4F1
NM_006235	POU2AF1
NM_006234	POLR2J
NM_006233	POLR2I
NM_006232	POLR2H
NM_006231	POLE
NM_006230	POLD2
NM_006229	PNLIPRP1
NM_006634	VAMP5
NM_006227	PLTP
NM_006628	ARPP19
NM_006621	AHCYL1
NM_032839	DIRC2
NM_001256524	ZNF74
NM_001258282	LINGO2
NM_001258280	ZNF501
NM_001256754	PEX5L
NM_001282179	PPP2R5E
NM_001278429	LILRB4
NM_001256525	ZNF74
NM_024410	ODF1
NM_024408	NOTCH2
NM_212476	FN1
NM_001261451	UCK1
NM_001261450	UCK1
NM_001261448	GPM6A
NM_001261447	GPM6A
NM_001261446	TXNRD1
NM_001261445	TXNRD1
NM_001261444	GNAL
NM_001261443	GNAL
NM_001261442	EXTL2
NM_001261441	EXTL2
NM_001261440	EXTL2
NM_001261439	ETV4
NM_001261436	CDK15
NM_001261435	CDK15
NM_001261434	AARSD1
NM_001261430	PTGES3L
NM_001261429	LPIN1
NM_001261428	LPIN1
NM_001261427	LPIN1
NM_001261423	OS9
NM_001311206	CLTA
NM_199248	CACNB1
NM_206889	DIP2A
NM_198189	COPS8
NM_198188	ASTN2
NM_198187	ASTN2
NM_198186	ASTN2
NM_001195643	DHFRL1
NM_001195641	PLA2R1
NM_001128167	PAK3
NM_001042681	RERE
NM_001042702	DFNB59
NM_001042690	MSANTD1
NM_001082487	ACD
NM_001077427	LYPD1
NM_000545	HNF1A
NM_000376	VDR
NM_004585	RARRES3
NM_004584	RAD9A
NM_004583	RAB5C
NM_004582	RABGGTB
NM_052911	ESCO1
NM_033304	ADRA1A
NM_033440	CELA2A
NM_033437	PDE5A
NM_001154458	SEPT12
NM_001166292	PTCH2
NM_001166301	DHX40
NM_001202543	CUX1
NM_001199143	XIRP2
NM_014358	CLEC4E
NM_014357	LCE2B
NM_014186	COMMD9
NM_001251882	VIPR1
NM_001251877	USP4
NM_005499	UBA2
NM_172109	KCNQ2
NM_172110	EYA2
NM_171999	SALL3
NM_172108	KCNQ2
NM_001166252	PLPPR4
NM_001005386	ACTR2
NM_001030019	SUN3
NM_001184836	ADGRG2
NM_001631	ALPI
NM_001629	ALOX5AP
NM_001628	AKR1B1
NM_015398	FAM149A
NM_017799	TMEM260
NM_017810	ZSCAN32
NM_001277991	TSHB
NM_017768	LRRC40
NM_022843	PCDH20
NM_025049	PIF1
NM_001033054	AIPL1
NM_000287	PEX6
NM_000286	PEX12
NM_000285	PEPD
NM_000778	CYP4A11
NM_001164751	ASPH
NM_024306	FA2H
NM_024296	CCDC28B
NM_152872	FAS
NM_152871	FAS
NM_152869	RGN
NM_152868	KCNJ4
NM_152866	MS4A1
NM_152864	NKAIN4
NM_152850	PIGO
NM_152860	SP7
NM_152858	WTAP
NM_152857	WTAP
NM_182905	WASH1
NM_001284214	TRIP12
NM_001270449	UBE3B
NM_001284216	TRIP12
NM_001284215	TRIP12
NM_001281728	DYNLRB1
NM_001281727	DYNLRB1
NM_001281726	BTD
NM_001281725	BTD
NM_001281724	BTD
NM_001281723	BTD
NM_001281430	TNFRSF8
NM_001281304	FKBP6
NM_001281715	PHB
NM_001278790	GORASP1
NM_001199091	TDRD5
NM_000590	IL9
NM_001114093	LSM14A
NM_001139444	TRAPPC3L
NM_014233	UBTF
NM_001098817	INO80C
NM_001122837	SLC50A1
NM_001122835	TTC13
NM_001143819	TPCN1
NM_001113498	MDGA2
NM_001113496	SEPT9
NM_001163545	SYNRG
NM_015153	PHF3
NM_015151	DIP2A
NM_001258281	MSH2
NM_001080522	CC2D2A
NM_014975	MAST1
NM_015129	SEPT6
NM_001146320	GRAMD3
NM_001177693	ARHGEF28
NM_001168468	PDZD3
NM_001302265	DEFA1B
NM_001199570	CLIP3
NM_001195639	C8orf34
NM_001195637	CCDC179
NM_001199173	MLST8
NM_001195630	MLLT10
NM_018380	DDX28
NM_001190441	LGALS16
NM_001191	BCL2L1
NM_032193	RNASEH2C
NM_032189	ATP11A
NM_000561	GSTM1
NM_000872	HTR7
NM_005856	RAMP3
NM_005854	RAMP2
NM_005853	IRX5
NM_006620	HBS1L
NM_006223	PIN4
NM_006221	PIN1
NM_006597	HSPA8
NM_130855	PTPRS
NM_130854	PTPRS
NM_002497	NEK2
NM_002507	NGFR
NM_002773	PRSS8
NM_002506	NGF
NM_002771	PRSS3
NM_002769	PRSS1
NM_005149	TBX19
NM_002079	GOT1
NM_002080	GOT2
NM_001979	EPHX2
NM_002081	GPC1
NM_001177478	HDX
NM_001177475	MOSPD2
NM_001135919	SLC46A3
NM_001136018	EPHX1
NM_001136017	CCND3
NM_001135917	DOLPP1
NM_033276	XRCC6BP1
NM_033274	ADAM19
NM_033273	ZNF479
NM_033272	KCNH7
NM_033309	B3GNT9
NM_033450	ABCC10
NM_033296	MRFAP1
NM_033305	VPS13A
NM_004373	COX6A1
NM_015723	PNPLA8
NM_012396	PHLDA3
NM_020854	KIAA1468
NM_024653	PRKRIP1
NM_024652	LRRK1
NM_024649	BBS1
NM_024650	C11orf80
NM_024648	OGFOD3
NM_001312692	TRIT1
NM_001286696	ZNF79
NM_001286706	UFM1
NM_001122979	FCAMR
NM_001129887	DNAJC2
NM_001127223	CD59
NM_001142521	FAM111A
NM_001142520	FAM111A
NM_001243386	PARVB
NM_001278445	ANKLE1
NM_203291	RBBP8
NM_203301	FBXO33
NM_182639	HPS1
NM_205861	DHDDS
NM_183361	DTNB
NM_203288	RP9
NM_203287	PSG11
NM_001278237	TMEM5
NM_001276459	ELF2
NM_001277200	CNIH4
NM_001281431	KLK8
NM_001135146	SLC39A8
NM_000299	PKP1
NM_001164407	TLCD2
NM_001184943	FAM219A
NM_001204108	BCL2L11
NM_001204107	BCL2L11
NM_001101663	NBPF11
NM_001012411	SGOL1
NM_001047434	DPH3
NM_001047160	NET1
NM_001045557	SLA
NM_001045556	SLA
NM_001045477	NUTM2G
NM_001045476	WDR38
NM_001044723	CSNK1G3
NM_001044393	MUC1
NM_001044392	MUC1
NM_001113482	MANEAL
NM_001113475	NOXRED1
NM_001287422	ZSCAN26
NM_181352	ATF7IP
NM_001105550	ZNF83
NM_001288737	DNM1
NM_001164377	MRGPRG
NM_001160423	IGF2BP1
NM_001146113	MIER1
NM_001159860	ZNF583
NM_001199241	KYNU
NM_004494	HDGF
NM_004504	AGFG1
NM_004503	HOXC6
NM_004655	AXIN2
NM_004654	USP9Y
NM_015500	C2CD2
NM_005582	CD180
NM_005581	BCAM
NM_004752	GCM2
NM_004751	GCNT3
NM_004749	TBRG4
NM_004750	CRLF1
NM_004748	CCPG1
NM_004783	TAOK2
NM_004745	DLGAP2
NM_004744	LRAT
NM_004742	MAGI1
NM_004741	NOLC1
NM_005324	H3F3B
NM_004738	VAPB
NM_004737	LARGE
NM_004736	XPR1
NM_004735	LRRFIP1
NM_004788	UBE4A
NM_004733	SLC33A1
NM_001199621	NCOA7
NM_002233	KCNA4
NM_001706	BCL6
NM_001190766	STMND1
NM_001190765	KLRF2
NM_000343	SLC5A1
NM_001119	ADD1
NM_000825	GNRH1
NM_000824	GLRB
NM_001094	ASIC2
NM_001030001	RPS29
NM_001017438	CT45A6
NM_001026213	CYP11B1
NM_145234	CHRDL1
NM_198695	KRTAP10-8
NM_198692	KRTAP10-11
NM_198691	KRTAP10-1
NM_198690	KRTAP10-9
NM_001079530	CFC1B
NM_001080542	FBF1
NM_001099404	SCN5A
NM_001127584	ING4
NM_001099402	CCNK
NM_001127583	ING4
NM_001127582	ING4
NM_001033028	CYFIP1
NM_001144063	OSBPL5
NM_001135999	RUSC2
NM_001136107	METTL11B
NM_001136106	BEAN1
NM_001136105	COLCA2
NM_001135993	TTC39C
NM_001145784	BORCS8
NM_000033	ABCD1
NM_001080462	TMEM202
NM_001080460	LRRIQ4
NM_001083606	PTCH1
NM_001098535	RFPL3
NM_001128213	WDSUB1
NM_001128173	PAK3
NM_144642	SYNPR
NM_145017	PPP1R32
NM_144639	UROC1
NM_001204142	MBD1
NM_001081552	SPAG11A
NM_001130079	MOV10
NM_003793	CTSF
NM_014412	CACYBP
NM_014410	CLUL1
NM_014399	TSPAN13
NM_014398	LAMP3
NM_014408	TRAPPC3
NM_014397	NEK6
NM_014407	KCNMB3
NM_012141	INTS6
NM_014405	CACNG4
NM_001167928	IL1RAP
NM_001168342	TTC39B
NM_016086	STYXL1
NM_015986	CRLF3
NM_001168375	KIAA0319
NM_001168374	KIAA0319
NM_001168370	CUL7
NM_001168368	GALNT16
NM_001171706	RIPPLY1
NM_001171690	GCAT
NM_001171689	AMMECR1
NM_001202555	CD44
NM_001202470	RPS10-NUDT3
NM_001190847	CNOT4
NM_001171653	ZEB2
NM_001171632	NOSTRIN
NM_001171631	NOSTRIN
NM_001178147	CSF3
NM_001178056	PARP8
NM_001178055	PARP8
NM_004004	GJB2
NM_001129843	CACNA1C
NM_001007139	IGF2
NM_147777	SNX15
NM_147686	TRAF3IP2
NM_147233	NCOA1
NM_147223	NCOA1
NM_001199814	ZNF812
NM_001080534	UNC13C
NM_001079539	XBP1
NM_001080539	CCDC150
NM_001128620	PAK1
NM_001128619	LUZP6
NM_001128618	C9orf57
NM_001128617	REPS1
NM_001136154	ERG
NM_002616	PER1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_024335	IRX6
NM_016122	CEP83
NM_033439	IL33
NM_052850	GADD45GIP1
NM_134446	CD99L2
NM_134445	CD99L2
NM_134444	NLRP4
NM_134442	CREB1
NM_134441	RLN2
NM_134440	RFXANK
NM_000306	POU1F1
NM_001620	AHNAK
NM_001618	PARP1
NM_002647	PIK3C3
NM_001615	ACTG2
NM_001614	ACTG1
NM_001613	ACTA2
NM_001612	ACRV1
NM_001145249	FAM157B
NM_001610	ACP2
NM_001609	ACADSB
NM_001608	ACADL
NM_001607	ACAA1
NM_001105537	ZNF142
NM_001093726	SEPP1
NM_001093725	MEX3A
NM_001080477	TENM3
NM_001093755	TRAPPC13
NM_001129765	NSDHL
NM_001129758	DPEP3
NM_001129742	CALHM3
NM_001137671	POTEC
NM_001127197	ELF4
NM_001177660	HABP2
NM_001308315	TSPAN2
NM_001343	DAB2
NM_001164388	RAPGEF6
NM_001145923	SCAPER
NM_001198995	NADK
NM_001199104	NT5C1B-RDH14
NM_001198994	NADK
NM_001199103	NT5C1B-RDH14
NM_001198993	NADK
NM_001198989	NFS1
NM_001199089	TDRD5
NM_001308346	ZNF433
NM_001308341	CNN1
NM_001242847	RNF146
NM_001124759	FRG2C
NM_001098533	CDK10
NM_001098418	GAGE12E
NM_001098418	GAGE12E
NM_001199865	KIF16B
NM_001199864	BCL2L2-PABPN1
NM_001303627	MLEC
NM_001199863	KCNAB2
NM_001199862	KCNAB2
NM_001199861	KCNAB2
NM_000534	PMS1
NM_001033571	AMZ2
NM_001033570	AMZ2
NM_001079521	KTN1
NM_001040273	TYSND1
NM_014994	MAPKBP1
NM_015104	ATG2A
NM_017510	TMED9
NM_017635	KMT5B
NM_017495	RBM38
NM_017599	VEZT
NM_017610	RNF111
NM_001276331	LCE1C
NM_015041	CLUAP1
NM_015102	NPHP4
NM_001315501	SLC22A18
NM_001314057	MBNL1
NM_024420	PLA2G4A
NM_001286192	C12orf43
NM_001286201	RERGL
NM_001286189	SCAF8
NM_001286184	SLC25A44
NM_001286177	C2CD5
NM_003543	HIST1H4H
NM_001282628	ARSE
NM_053026	MYLK
NM_003555	OR1G1
NM_001135154	SLC39A14
NM_003553	OR1E1
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001024452	GLRA4
NM_015457	ZDHHC5
NM_001310141	MS4A18
NM_001303479	C20orf196
NM_015912	FAM135B
NM_015453	THUMPD3
NM_015450	POT1
NM_015449	C1orf43
NM_015448	DPCD
NM_015897	PIAS4
NM_001031720	GSTCD
NM_001286710	ACSL1
NM_001544	ICAM4
NM_001130682	GUCY1A3
NM_001080506	TMEM150C
NM_001258391	LAYN
NM_001258390	LAYN
NM_001258345	PACRGL
NM_001258338	NDUFA12
NM_001166131	EME1
NM_020832	ZNF687
NM_020831	MKL1
NM_020812	DOCK6
NM_020810	TRMT5
NM_020809	ARHGAP20
NM_020799	STAMBPL1
NM_020798	USP35
NM_001256947	FAAP20
NM_016488	PPHLN1
NM_020807	ZNF319
NM_020806	GPHN
NM_020796	SEMA6A
NM_052957	ACRC
NM_053056	CCND1
NM_052956	ACSM1
NM_053055	THEM4
NM_052955	TGM7
NM_053054	CATSPER1
NM_052954	CYYR1
NM_052953	LRRC3B
NM_053053	TADA1
NM_052952	DIRC1
NM_053051	CNTROB
NM_052951	DNTTIP1
NM_053050	MRPL53
NM_053049	UCN3
NM_052950	WDFY2
NM_052948	ARHGAP33
NM_058244	WNT8A
NM_053046	EGLN2
NM_052946	NOSTRIN
NM_058238	WNT7B
NM_052944	SLC5A11
NM_001145269	FAM185A
NM_001013843	SLTM
NM_133446	AGAP4
NM_133445	GRIN3A
NM_001037808	EIF3C
NM_001122607	RUNX1
NM_001110199	SRRM3
NM_001101421	MYO1H
NM_001185149	CLDN24
NM_001037954	DIXDC1
NM_001018038	VPS13A
NM_001100398	RAP1GAP2
NM_001100408	C17orf62
NM_001111270	ARHGEF25
NM_000606	C8G
NM_000595	LTA
NM_006012	CLPP
NM_005911	MAT2A
NM_006011	ST8SIA2
NM_006226	PLCL1
NM_006225	PLCD1
NM_001080144	CT47A3
NM_001034954	SORBS1
NM_022761	C11orf1
NM_022760	PCED1A
NM_022758	C6orf106
NM_001204106	BCL2L11
NM_018964	SLC37A1
NM_020066	FMN2
NM_018965	TREM2
NM_019065	NECAB2
NM_016302	CRBN
NM_016301	GPN3
NM_016291	IP6K2
NM_016632	ARL17A
NM_016290	UIMC1
NM_016289	CAB39
NM_016287	HP1BP3
NM_001304476	STXBP6
NM_001122770	ZBTB37
NM_001122764	PPOX
NM_199282	ARHGAP27
NM_201539	NDRG2
NM_201538	NDRG2
NM_013316	CNOT4
NM_014674	EDEM1
NM_014673	EMC2
NM_014672	KIAA0391
NM_152758	YTHDF3
NM_152756	RICTOR
NM_152755	CNPY4
NM_152754	SEMA3D
NM_152753	SCUBE3
NM_152751	BEND7
NM_152749	ATXN7L1
NM_130468	CHST14
NM_001674	ATF3
NM_001673	ASNS
NM_001672	ASIP
NM_003565	ULK1
NM_003824	FADD
NM_033423	GZMH
NM_033417	HAUS8
NM_033624	FBXO21
NM_033554	HLA-DPA1
NM_033549	TRIM41
NM_033550	TP53RK
NM_033547	INTS4
NM_033544	RCCD1
NM_145001	STK32A
NM_145000	RANBP3L
NM_144781	PDCD2
NM_144779	FXYD5
NM_144720	JAKMIP1
NM_144777	SCEL
NM_174953	ATP2A3
NM_175053	KRT74
NM_175052	ST8SIA4
NM_175062	RASGEF1C
NM_174945	ZNF575
NM_153768	CABYR
NM_174943	C14orf178
NM_173676	PNPLA1
NM_174941	CD163L1
NM_175039	ST6GALNAC4
NM_175040	ST6GALNAC4
NM_174940	TMEM80
NM_175038	CNTN1
NM_174938	FRMD3
NM_174937	TCERG1L
NM_173804	TMEM86B
NM_173549	ERICH5
NM_174934	SCN4B
NM_174933	PHYHD1
NM_174932	BPIFC
NM_174929	ZMIZ2
NM_174928	N6AMT2
NM_174927	SPATA19
NM_174926	TMEM136
NM_174924	PDILT
NM_174923	CCDC107
NM_174922	ADCK5
NM_174921	SMIM14
NM_174919	ARHGAP27
NM_174920	SAMD14
NM_174918	MCEMP1
NM_174917	ACSF3
NM_174916	UBR1
NM_001718	BMP6
NM_001717	BNC1
NM_001716	CXCR5
NM_001715	BLK
NM_004186	SEMA3F
NM_177455	BHLHA15
NM_001163280	HTATSF1
NM_002294	LAMP2
NM_012294	RAPGEF5
NM_007314	ABL2
NM_007313	ABL1
NM_001281731	CERS5
NM_001281730	CST8
NM_001281729	DYNLRB1
NM_001281460	SLC35C2
NM_178042	ACTL6A
NM_177553	GAS2
NM_175907	ZADH2
NM_001015056	RTKN
NM_001015055	RTKN
NM_001015053	HDAC5
NM_032642	WNT5B
NM_032494	ZC3H8
NM_032639	PLEKHA8
NM_001277196	PHF20L1
NM_001277197	CNIH4
NM_001277198	CNIH4
NM_001277199	CNIH4
NM_001278409	ANXA11
NM_001278398	LILRB1
NM_001276368	C9orf153
NM_001276367	C9orf153
NM_001276366	C9orf153
NM_001276352	C1orf141
NM_001271933	CEP164
NM_001278063	SKOR2
NM_001037802	SKOR2
NM_001271832	PPP2R4
NM_001271700	ANKRD61
NM_001271686	RAB3IL1
NM_001271685	SLC35A3
NM_001271684	SLC35A3
NM_001271680	CYLC1
NM_001271675	LOC441155
NM_001271669	DTNBP1
NM_001271668	DTNBP1
NM_001271667	DTNBP1
NM_001271665	NSA2
NM_001113547	LIMA1
NM_001113546	LIMA1
NM_001130820	IFT22
NM_001129778	GRAPL
NM_001137551	LRRFIP1
NM_001137550	LRRFIP1
NM_001153446	SCOC
NM_001242896	DEPDC5
NM_022169	ABCG4
NM_022062	PKNOX2
NM_021962	ABR
NM_022061	MRPL17
NM_021960	MCL1
NM_001302652	APOPT1
NM_001302648	COLCA1
NM_001302647	COLCA1
NM_001278506	NUBP1
NM_001003789	RABL2B
NM_001008844	DSP
NM_001039762	FAM196A
NM_001024401	SBK1
NM_001024382	HMBS
NM_015274	MAN2B2
NM_024631	MSANTD2
NM_001167608	RHBDD1
NM_001167607	GM2A
NM_001206942	CSPG5
NM_001167606	RAB35
NM_001206943	CSPG5
NM_001167595	AMACR
NM_001031683	IFIT3
NM_001010987	IFIT1B
NM_001167604	XPNPEP1
NM_001178129	SEMA3E
NM_000141	FGFR2
NM_001178125	ABI1
NM_001178124	ABI1
